txn_id,source_system,amount,currency,txn_date,settlement_delay,reference_similarity,match_probability,anomaly_score,sla_remaining,final_decision,override_flag,decision_cost
TXN_100212,SOURCE_B,1366.7,USD,2026-01-08 23:28:02,0,0.63,0.63,0.2,327,OPS_REVIEW,0,0
TXN_100213,SOURCE_A,1946.24,USD,2026-01-07 18:32:32,2,0.74,0.74,0.47,148,OPS_REVIEW,0,0
TXN_100214,SOURCE_C,349.5,USD,2026-01-02 12:22:38,3,0.82,0.82,0.17,111,OPS_REVIEW,0,0
TXN_100215,SOURCE_C,13853.73,USD,2026-01-31 03:21:58,0,0.84,0.84,0.31,454,OPS_REVIEW,0,0
TXN_100216,SOURCE_B,810.95,USD,2026-01-09 15:00:45,0,0.68,0.68,0.48,221,OPS_REVIEW,0,0
TXN_100217,SOURCE_B,2328.78,USD,2026-01-15 03:01:45,2,0.62,0.62,0.16,303,OPS_REVIEW,0,0
TXN_100218,SOURCE_B,7887.46,USD,2026-01-21 00:39:36,3,0.89,0.89,0.21,153,OPS_REVIEW,0,0
TXN_100219,SOURCE_C,1193.29,USD,2026-01-11 16:34:28,1,0.53,0.53,0.71,413,EXCEPTION,0,2000
TXN_100220,SOURCE_B,1236.18,USD,2026-01-27 01:08:59,0,0.73,0.73,0.59,69,OPS_REVIEW,0,0
TXN_100221,SOURCE_A,977.91,USD,2026-01-29 03:07:33,1,0.75,0.75,0.41,353,OPS_REVIEW,0,0
TXN_100222,SOURCE_A,521.91,USD,2026-01-25 08:09:23,3,0.63,0.63,0.77,319,EXCEPTION,1,2500
TXN_100223,SOURCE_B,3080.85,USD,2026-01-06 15:06:54,0,0.78,0.78,0.22,127,OPS_REVIEW,0,0
TXN_100224,SOURCE_B,751.06,USD,2026-01-11 23:47:47,1,0.52,0.52,0.03,148,OPS_REVIEW,0,0
TXN_100225,SOURCE_C,2748.58,USD,2026-01-24 04:05:20,2,0.51,0.51,0.62,69,OPS_REVIEW,0,0
TXN_100226,SOURCE_A,925.1,USD,2026-01-29 15:44:42,0,0.48,0.48,0.2,26,EXCEPTION,0,2000
TXN_100227,SOURCE_A,1955.92,USD,2026-01-11 17:46:52,1,0.6,0.6,0.38,181,OPS_REVIEW,1,500
TXN_100228,SOURCE_C,2809.12,USD,2026-01-28 15:44:29,0,0.62,0.62,0.98,108,EXCEPTION,0,2000
TXN_100229,SOURCE_A,1285.6,USD,2026-01-26 07:49:21,3,0.54,0.54,0.89,51,EXCEPTION,1,2500
TXN_100230,SOURCE_B,2186.76,USD,2026-01-03 01:00:35,2,0.53,0.53,0.04,222,OPS_REVIEW,0,0
TXN_100231,SOURCE_B,588.47,USD,2026-01-24 16:11:36,0,0.63,0.63,0.65,405,OPS_REVIEW,0,0
TXN_100232,SOURCE_B,770.26,USD,2026-01-10 08:15:00,2,0.84,0.84,0.13,376,OPS_REVIEW,0,0
TXN_100233,SOURCE_A,436.0,USD,2026-01-27 02:33:48,0,0.57,0.57,0.39,387,OPS_REVIEW,1,500
TXN_100234,SOURCE_B,3419.88,USD,2026-01-13 06:33:16,0,0.54,0.54,0.57,202,OPS_REVIEW,0,0
TXN_100235,SOURCE_B,468.83,USD,2026-01-23 21:37:21,3,0.68,0.68,0.6,433,OPS_REVIEW,0,0
TXN_100236,SOURCE_C,1979.7,USD,2026-01-06 12:03:05,0,0.8,0.8,0.17,338,OPS_REVIEW,1,500
TXN_100237,SOURCE_C,248.29,USD,2026-01-02 08:33:18,3,0.86,0.86,0.97,79,EXCEPTION,0,2000
TXN_100238,SOURCE_A,1554.17,USD,2026-01-23 23:01:46,3,0.79,0.79,0.12,11,EXCEPTION,0,2000
TXN_100239,SOURCE_C,766.69,USD,2026-01-16 01:23:47,0,0.86,0.86,0.77,338,EXCEPTION,0,2000
TXN_100240,SOURCE_A,889.93,USD,2026-01-23 08:36:59,0,0.79,0.79,0.06,347,OPS_REVIEW,0,0
TXN_100241,SOURCE_B,1135.04,USD,2026-01-18 11:43:05,2,0.79,0.79,0.26,347,OPS_REVIEW,0,0
TXN_100242,SOURCE_C,1585.01,USD,2026-01-31 11:15:53,0,0.37,0.37,0.34,323,OPS_REVIEW,0,0
TXN_100243,SOURCE_B,368.87,USD,2026-01-18 17:15:36,0,0.41,0.41,0.27,100,OPS_REVIEW,0,0
TXN_100244,SOURCE_B,13016.54,USD,2026-01-14 18:08:22,0,0.85,0.85,0.49,65,OPS_REVIEW,0,0
TXN_100245,SOURCE_C,835.61,USD,2026-01-10 10:47:45,0,0.36,0.36,0.65,98,OPS_REVIEW,1,500
TXN_100246,SOURCE_A,263.2,USD,2026-01-31 07:21:24,0,0.73,0.73,0.55,364,OPS_REVIEW,0,0
TXN_100247,SOURCE_C,16849.48,USD,2026-01-22 21:57:07,3,0.79,0.79,0.82,303,EXCEPTION,0,2000
TXN_100248,SOURCE_C,9910.5,USD,2026-01-14 13:13:57,0,0.88,0.88,0.87,231,EXCEPTION,0,2000
TXN_100249,SOURCE_A,380.18,USD,2026-01-16 10:49:29,0,0.42,0.42,0.88,50,EXCEPTION,0,2000
TXN_100250,SOURCE_B,203.15,USD,2026-01-13 07:15:10,0,0.88,0.88,0.03,368,OPS_REVIEW,0,0
TXN_100251,SOURCE_B,2687.84,USD,2026-01-09 17:19:45,3,0.63,0.63,0.16,308,OPS_REVIEW,0,0
TXN_100252,SOURCE_A,2032.59,USD,2026-01-09 21:25:07,0,0.66,0.66,0.21,16,EXCEPTION,0,2000
TXN_100253,SOURCE_B,3446.27,USD,2026-01-07 20:06:10,1,0.72,0.72,0.06,402,OPS_REVIEW,0,0
TXN_100254,SOURCE_B,1674.63,USD,2026-01-17 20:19:50,1,0.82,0.82,0.68,221,OPS_REVIEW,0,0
TXN_100255,SOURCE_C,237.45,USD,2026-01-23 02:34:44,1,0.57,0.57,0.61,135,OPS_REVIEW,0,0
TXN_100256,SOURCE_B,11381.03,USD,2026-01-11 20:08:18,0,0.67,0.67,0.41,13,EXCEPTION,0,2000
TXN_100257,SOURCE_A,754.92,USD,2026-01-15 23:15:24,0,0.65,0.65,0.3,472,OPS_REVIEW,0,0
TXN_100258,SOURCE_C,415.82,USD,2026-01-20 22:54:41,0,0.9,0.9,0.47,308,OPS_REVIEW,0,0
TXN_100259,SOURCE_C,738.74,USD,2026-01-19 09:54:48,0,0.52,0.52,0.07,207,OPS_REVIEW,0,0
TXN_100260,SOURCE_A,525.54,USD,2026-01-21 23:08:23,2,0.74,0.74,0.36,73,OPS_REVIEW,0,0
TXN_100261,SOURCE_A,731.59,USD,2026-01-30 09:18:12,0,0.86,0.86,0.4,389,OPS_REVIEW,1,500
TXN_100262,SOURCE_B,92.24,USD,2026-01-08 00:11:32,0,0.95,0.95,0.82,28,EXCEPTION,0,2000
TXN_100263,SOURCE_C,2626.93,USD,2026-01-15 07:03:05,3,0.55,0.55,0.15,338,OPS_REVIEW,0,0
TXN_100264,SOURCE_A,1432.45,USD,2026-01-13 16:17:51,3,0.61,0.61,0.82,292,EXCEPTION,0,2000
TXN_100265,SOURCE_A,647.89,USD,2026-01-20 07:33:40,3,0.94,0.94,0.29,250,AUTO_RECONCILED,1,500
TXN_100266,SOURCE_A,1888.31,USD,2026-01-03 06:38:39,0,0.82,0.82,0.98,138,EXCEPTION,0,2000
TXN_100267,SOURCE_C,1267.62,USD,2026-01-31 22:12:48,1,0.87,0.87,0.86,310,EXCEPTION,1,2500
TXN_100268,SOURCE_C,741.13,USD,2026-01-25 16:22:17,0,0.95,0.95,0.21,447,AUTO_RECONCILED,0,0
TXN_100269,SOURCE_C,3882.46,USD,2026-01-28 17:21:06,0,0.69,0.69,0.92,309,EXCEPTION,0,2000
TXN_100270,SOURCE_B,980.68,USD,2026-01-09 05:36:56,1,0.53,0.53,0.06,310,OPS_REVIEW,0,0
TXN_100271,SOURCE_C,654.62,USD,2026-01-18 11:29:37,0,0.9,0.9,0.61,451,OPS_REVIEW,0,0
TXN_100272,SOURCE_A,591.29,USD,2026-01-11 08:15:18,1,0.82,0.82,0.23,184,OPS_REVIEW,0,0
TXN_100273,SOURCE_B,8206.25,USD,2026-01-15 02:27:29,0,0.78,0.78,0.01,182,OPS_REVIEW,0,0
TXN_100274,SOURCE_A,446.55,USD,2026-01-27 20:42:14,3,0.6,0.6,0.03,292,OPS_REVIEW,0,0
TXN_100275,SOURCE_B,4526.43,USD,2026-01-26 13:10:43,2,0.74,0.74,0.37,387,OPS_REVIEW,0,0
TXN_100276,SOURCE_C,5563.78,USD,2026-01-08 21:23:59,2,0.77,0.77,0.19,432,OPS_REVIEW,0,0
TXN_100277,SOURCE_C,1403.56,USD,2026-01-29 10:49:40,3,0.96,0.96,0.5,414,OPS_REVIEW,0,0
TXN_100278,SOURCE_B,146.95,USD,2026-01-09 08:27:00,0,0.88,0.88,0.91,299,EXCEPTION,0,2000
TXN_100279,SOURCE_B,401.97,USD,2026-01-26 06:32:15,1,0.8,0.8,0.19,61,OPS_REVIEW,0,0
TXN_100280,SOURCE_A,629.4,USD,2026-01-30 06:29:27,2,0.58,0.58,0.86,248,EXCEPTION,0,2000
TXN_100281,SOURCE_C,21.54,USD,2026-01-27 13:12:25,3,0.69,0.69,0.27,391,OPS_REVIEW,0,0
TXN_100282,SOURCE_C,1916.88,USD,2026-01-04 05:11:52,1,0.81,0.81,0.64,371,OPS_REVIEW,0,0
TXN_100283,SOURCE_A,1825.56,USD,2026-01-01 06:49:25,1,0.56,0.56,0.02,429,OPS_REVIEW,0,0
TXN_100284,SOURCE_B,3538.61,USD,2026-01-28 12:32:08,2,0.77,0.77,0.78,346,EXCEPTION,0,2000
TXN_100285,SOURCE_A,544.25,USD,2026-01-15 12:30:03,3,0.76,0.76,0.47,30,EXCEPTION,0,2000
TXN_100286,SOURCE_B,817.44,USD,2026-01-06 22:52:11,0,0.59,0.59,0.97,309,EXCEPTION,0,2000
TXN_100287,SOURCE_B,89.52,USD,2026-01-28 18:49:23,1,0.67,0.67,0.93,384,EXCEPTION,0,2000
TXN_100288,SOURCE_B,800.96,USD,2026-01-07 21:42:07,1,0.68,0.68,0.56,253,OPS_REVIEW,0,0
TXN_100289,SOURCE_B,7691.89,USD,2026-01-13 01:11:19,1,0.91,0.91,0.44,215,OPS_REVIEW,0,0
TXN_100290,SOURCE_C,3663.04,USD,2026-01-25 08:00:48,3,0.61,0.61,0.77,193,EXCEPTION,0,2000
TXN_100291,SOURCE_C,1887.75,USD,2026-01-29 21:02:56,1,0.91,0.91,0.93,448,EXCEPTION,0,2000
TXN_100292,SOURCE_C,368.97,USD,2026-01-29 12:33:20,3,0.62,0.62,0.68,275,OPS_REVIEW,0,0
TXN_100293,SOURCE_A,1471.84,USD,2026-01-25 02:25:27,2,0.88,0.88,0.17,443,OPS_REVIEW,0,0
TXN_100294,SOURCE_B,778.44,USD,2026-01-25 06:31:29,0,0.7,0.7,0.79,134,EXCEPTION,0,2000
TXN_100295,SOURCE_C,1752.24,USD,2026-01-23 06:41:25,0,0.69,0.69,0.9,51,EXCEPTION,0,2000
TXN_100296,SOURCE_A,2292.77,USD,2026-01-02 21:10:01,1,0.56,0.56,0.76,277,EXCEPTION,0,2000
TXN_100297,SOURCE_C,1380.94,USD,2026-01-03 21:25:50,1,0.8,0.8,0.28,67,OPS_REVIEW,0,0
TXN_100298,SOURCE_A,1164.44,USD,2026-01-20 12:05:31,3,0.78,0.78,0.71,281,EXCEPTION,0,2000
TXN_100299,SOURCE_B,3068.13,USD,2026-01-19 23:28:06,0,0.82,0.82,0.96,318,EXCEPTION,0,2000
TXN_100300,SOURCE_B,2462.4,USD,2026-01-14 03:17:26,3,0.21,0.21,0.76,269,EXCEPTION,0,2000
TXN_100301,SOURCE_A,6030.36,USD,2026-01-14 11:48:31,2,0.79,0.79,0.99,361,EXCEPTION,0,2000
TXN_100302,SOURCE_B,2466.09,USD,2026-01-27 03:42:40,3,0.79,0.79,0.34,132,OPS_REVIEW,0,0
TXN_100303,SOURCE_A,670.53,USD,2026-01-09 13:50:00,2,0.59,0.59,0.93,262,EXCEPTION,0,2000
TXN_100304,SOURCE_B,135.99,USD,2026-01-08 04:29:20,3,0.55,0.55,0.35,248,OPS_REVIEW,0,0
TXN_100305,SOURCE_A,2011.43,USD,2026-01-23 01:24:50,3,0.82,0.82,0.1,66,OPS_REVIEW,0,0
TXN_100306,SOURCE_B,591.38,USD,2026-01-03 10:22:54,0,0.74,0.74,0.57,259,OPS_REVIEW,0,0
TXN_100307,SOURCE_B,3799.28,USD,2026-01-16 11:59:17,0,0.33,0.33,0.01,447,OPS_REVIEW,0,0
TXN_100308,SOURCE_A,1335.96,USD,2026-01-08 08:54:27,0,0.6,0.6,0.96,322,EXCEPTION,0,2000
TXN_100309,SOURCE_C,5478.26,USD,2026-01-20 18:04:46,1,0.71,0.71,0.69,389,OPS_REVIEW,0,0
TXN_100310,SOURCE_C,692.02,USD,2026-01-19 19:49:54,2,0.55,0.55,0.54,363,OPS_REVIEW,1,500
TXN_100311,SOURCE_B,60929.95,USD,2026-01-13 13:27:16,1,0.97,0.97,0.52,382,OPS_REVIEW,0,0
TXN_100312,SOURCE_C,11301.85,USD,2026-01-01 13:12:23,0,0.64,0.64,0.08,290,OPS_REVIEW,0,0
TXN_100313,SOURCE_A,353.25,USD,2026-01-29 14:38:28,3,0.79,0.79,0.51,216,OPS_REVIEW,0,0
TXN_100314,SOURCE_B,2860.67,USD,2026-01-18 02:50:21,1,0.56,0.56,0.56,229,OPS_REVIEW,0,0
TXN_100315,SOURCE_B,823.82,USD,2026-01-13 04:56:11,1,0.48,0.48,0.18,199,OPS_REVIEW,0,0
TXN_100316,SOURCE_A,786.27,USD,2026-01-23 00:22:30,0,0.75,0.75,0.33,214,OPS_REVIEW,0,0
TXN_100317,SOURCE_C,4481.68,USD,2026-01-17 12:09:22,1,0.5,0.5,0.92,329,EXCEPTION,0,2000
TXN_100318,SOURCE_B,562.66,USD,2026-01-15 11:52:56,3,0.64,0.64,0.45,129,OPS_REVIEW,0,0
TXN_100319,SOURCE_A,2736.28,USD,2026-01-27 00:05:36,0,0.69,0.69,0.91,477,EXCEPTION,0,2000
TXN_100320,SOURCE_A,9059.16,USD,2026-01-03 04:28:07,2,0.81,0.81,0.73,156,EXCEPTION,1,2500
TXN_100321,SOURCE_C,1399.19,USD,2026-01-22 01:49:37,1,0.84,0.84,0.3,20,EXCEPTION,0,2000
TXN_100322,SOURCE_C,971.77,USD,2026-01-13 21:01:14,0,0.66,0.66,0.92,143,EXCEPTION,0,2000
TXN_100323,SOURCE_C,830.34,USD,2026-01-20 05:38:40,0,0.46,0.46,0.3,342,OPS_REVIEW,0,0
TXN_100324,SOURCE_C,2916.59,USD,2026-01-01 12:01:57,0,0.7,0.7,0.24,329,OPS_REVIEW,0,0
TXN_100325,SOURCE_C,1928.83,USD,2026-01-18 10:48:59,0,0.91,0.91,0.54,85,OPS_REVIEW,0,0
TXN_100326,SOURCE_B,1831.14,USD,2026-01-25 11:07:51,3,0.67,0.67,1.0,194,EXCEPTION,0,2000
TXN_100327,SOURCE_A,1420.21,USD,2026-01-09 04:33:16,0,0.8,0.8,0.74,94,EXCEPTION,0,2000
TXN_100328,SOURCE_B,5829.97,USD,2026-01-05 21:44:53,1,0.98,0.98,0.57,90,OPS_REVIEW,1,500
TXN_100329,SOURCE_C,1087.77,USD,2026-01-03 08:17:07,1,0.68,0.68,0.42,366,OPS_REVIEW,0,0
TXN_100330,SOURCE_C,981.17,USD,2026-01-16 23:49:39,1,0.89,0.89,0.22,230,OPS_REVIEW,0,0
TXN_100331,SOURCE_A,1649.47,USD,2026-01-03 15:20:43,2,0.71,0.71,0.62,205,OPS_REVIEW,0,0
TXN_100332,SOURCE_C,3899.25,USD,2026-01-10 06:58:24,2,0.75,0.75,0.91,193,EXCEPTION,0,2000
TXN_100333,SOURCE_A,3642.61,USD,2026-01-09 03:27:20,0,0.65,0.65,0.26,185,OPS_REVIEW,1,500
TXN_100334,SOURCE_C,280.45,USD,2026-01-09 19:15:00,0,0.59,0.59,0.66,75,OPS_REVIEW,0,0
TXN_100335,SOURCE_A,4473.33,USD,2026-01-29 00:09:35,3,0.56,0.56,0.82,288,EXCEPTION,0,2000
TXN_100336,SOURCE_B,2383.18,USD,2026-01-07 02:47:19,2,0.63,0.63,0.95,475,EXCEPTION,1,2500
TXN_100337,SOURCE_B,569.55,USD,2026-01-31 18:32:17,0,0.76,0.76,0.28,164,OPS_REVIEW,0,0
TXN_100338,SOURCE_A,348.3,USD,2026-01-04 11:55:18,0,0.52,0.52,0.48,320,OPS_REVIEW,1,500
TXN_100339,SOURCE_C,652.15,USD,2026-01-18 06:23:15,0,0.64,0.64,0.29,232,OPS_REVIEW,0,0
TXN_100340,SOURCE_B,53.6,USD,2026-01-21 23:04:02,3,0.54,0.54,0.32,344,OPS_REVIEW,0,0
TXN_100341,SOURCE_B,908.16,USD,2026-02-01 00:00:26,1,0.67,0.67,0.87,444,EXCEPTION,0,2000
TXN_100342,SOURCE_B,1031.51,USD,2026-01-15 11:53:49,3,0.68,0.68,0.37,390,OPS_REVIEW,0,0
TXN_100343,SOURCE_A,2792.04,USD,2026-01-19 21:48:22,3,0.56,0.56,0.58,472,OPS_REVIEW,0,0
TXN_100344,SOURCE_C,3148.74,USD,2026-01-17 18:25:11,2,0.89,0.89,0.64,250,OPS_REVIEW,0,0
TXN_100345,SOURCE_C,606.11,USD,2026-01-09 12:41:56,3,0.94,0.94,0.45,152,OPS_REVIEW,0,0
TXN_100346,SOURCE_B,910.27,USD,2026-01-11 07:14:33,0,0.68,0.68,0.73,479,EXCEPTION,0,2000
TXN_100347,SOURCE_A,1584.72,USD,2026-01-13 05:56:47,2,0.66,0.66,0.72,36,EXCEPTION,1,2500
TXN_100348,SOURCE_B,1645.02,USD,2026-01-20 08:12:34,3,0.88,0.88,0.19,179,OPS_REVIEW,0,0
TXN_100349,SOURCE_C,467.88,USD,2026-01-27 17:02:06,0,0.6,0.6,0.93,224,EXCEPTION,0,2000
TXN_100350,SOURCE_A,1263.05,USD,2026-01-21 07:27:06,2,0.77,0.77,0.04,448,OPS_REVIEW,0,0
TXN_100351,SOURCE_B,3754.87,USD,2026-01-26 07:28:41,2,0.73,0.73,0.28,24,EXCEPTION,0,2000
TXN_100352,SOURCE_A,1121.14,USD,2026-01-10 22:29:44,3,0.85,0.85,0.39,411,OPS_REVIEW,0,0
TXN_100353,SOURCE_B,2038.3,USD,2026-01-27 13:14:32,2,0.73,0.73,0.03,408,OPS_REVIEW,0,0
TXN_100354,SOURCE_A,509.77,USD,2026-01-13 19:57:24,1,0.45,0.45,0.47,413,OPS_REVIEW,0,0
TXN_100355,SOURCE_B,2366.59,USD,2026-01-07 06:10:50,1,0.66,0.66,0.15,89,OPS_REVIEW,1,500
TXN_100356,SOURCE_B,985.97,USD,2026-01-27 02:47:05,1,0.74,0.74,0.8,385,EXCEPTION,0,2000
TXN_100357,SOURCE_A,345.35,USD,2026-01-14 00:56:00,0,0.4,0.4,0.1,74,OPS_REVIEW,0,0
TXN_100358,SOURCE_C,576.31,USD,2026-01-05 17:55:11,0,0.74,0.74,0.49,215,OPS_REVIEW,0,0
TXN_100359,SOURCE_C,480.89,USD,2026-01-18 01:02:12,1,0.94,0.94,0.12,168,AUTO_RECONCILED,0,0
TXN_100360,SOURCE_C,415.25,USD,2026-01-15 13:10:51,3,0.63,0.63,0.51,28,EXCEPTION,1,2500
TXN_100361,SOURCE_A,555.35,USD,2026-01-03 05:40:44,2,0.58,0.58,0.31,119,OPS_REVIEW,0,0
TXN_100362,SOURCE_B,23527.39,USD,2026-01-20 17:59:36,1,0.69,0.69,1.0,446,EXCEPTION,0,2000
TXN_100363,SOURCE_A,2532.78,USD,2026-01-29 14:50:32,1,0.68,0.68,0.67,348,OPS_REVIEW,1,500
TXN_100364,SOURCE_A,2963.74,USD,2026-01-09 10:33:56,0,0.36,0.36,0.34,117,OPS_REVIEW,0,0
TXN_100365,SOURCE_B,127.44,USD,2026-01-04 22:56:16,0,0.63,0.63,0.09,423,OPS_REVIEW,1,500
TXN_100366,SOURCE_C,595.09,USD,2026-01-22 23:42:38,3,0.66,0.66,0.6,37,EXCEPTION,0,2000
TXN_100367,SOURCE_C,1190.16,USD,2026-01-13 07:31:15,1,0.9,0.9,0.65,87,OPS_REVIEW,0,0
TXN_100368,SOURCE_A,1349.65,USD,2026-01-01 00:49:32,1,0.8,0.8,0.13,316,OPS_REVIEW,0,0
TXN_100369,SOURCE_C,694.54,USD,2026-01-28 21:48:19,2,0.77,0.77,0.94,362,EXCEPTION,0,2000
TXN_100370,SOURCE_C,5690.73,USD,2026-01-11 14:31:29,0,0.61,0.61,0.68,220,OPS_REVIEW,0,0
TXN_100371,SOURCE_A,2780.39,USD,2026-01-20 18:59:53,0,0.97,0.97,0.89,436,EXCEPTION,0,2000
TXN_100372,SOURCE_B,247.38,USD,2026-01-17 17:10:41,0,0.52,0.52,0.98,259,EXCEPTION,0,2000
TXN_100373,SOURCE_A,2621.56,USD,2026-01-01 11:44:46,1,0.54,0.54,0.2,23,EXCEPTION,0,2000
TXN_100374,SOURCE_B,849.41,USD,2026-01-26 17:41:53,0,0.93,0.93,0.11,407,AUTO_RECONCILED,0,0
TXN_100375,SOURCE_A,555.98,USD,2026-01-09 11:25:11,0,0.82,0.82,0.81,414,EXCEPTION,0,2000
TXN_100376,SOURCE_C,870.51,USD,2026-01-20 08:11:39,3,0.84,0.84,0.68,349,OPS_REVIEW,0,0
TXN_100377,SOURCE_A,141.38,USD,2026-01-04 11:11:26,3,0.79,0.79,0.7,186,OPS_REVIEW,0,0
TXN_100378,SOURCE_C,247.63,USD,2026-01-08 17:03:48,1,0.61,0.61,0.67,339,OPS_REVIEW,0,0
TXN_100379,SOURCE_A,121.67,USD,2026-01-20 13:27:43,0,0.3,0.3,0.37,462,OPS_REVIEW,0,0
TXN_100380,SOURCE_C,267.75,USD,2026-01-09 18:15:31,2,0.89,0.89,0.53,71,OPS_REVIEW,0,0
TXN_100381,SOURCE_B,503.7,USD,2026-01-21 22:52:32,0,0.68,0.68,0.91,465,EXCEPTION,0,2000
TXN_100382,SOURCE_A,2400.6,USD,2026-01-17 20:55:13,0,0.97,0.97,0.81,119,EXCEPTION,0,2000
TXN_100383,SOURCE_A,1176.88,USD,2026-01-11 19:59:53,0,0.33,0.33,0.99,429,EXCEPTION,0,2000
TXN_100384,SOURCE_C,534.41,USD,2026-01-01 07:42:52,0,0.55,0.55,0.62,248,OPS_REVIEW,0,0
TXN_100385,SOURCE_A,463.11,USD,2026-01-26 03:48:26,0,0.56,0.56,0.17,179,OPS_REVIEW,0,0
TXN_100386,SOURCE_B,3158.25,USD,2026-01-28 00:02:29,0,0.72,0.72,0.47,432,OPS_REVIEW,0,0
TXN_100387,SOURCE_C,8841.05,USD,2026-01-13 01:39:23,0,0.56,0.56,0.1,293,OPS_REVIEW,0,0
TXN_100388,SOURCE_B,1777.25,USD,2026-01-13 21:38:35,2,0.65,0.65,0.12,154,OPS_REVIEW,0,0
TXN_100389,SOURCE_B,1733.09,USD,2026-01-15 04:11:13,2,0.7,0.7,0.01,383,OPS_REVIEW,0,0
TXN_100390,SOURCE_B,2574.65,USD,2026-01-14 10:31:07,3,0.66,0.66,0.3,157,OPS_REVIEW,0,0
TXN_100391,SOURCE_A,446.0,USD,2026-01-31 05:54:41,0,0.5,0.5,0.08,185,OPS_REVIEW,0,0
TXN_100392,SOURCE_B,431.87,USD,2026-01-18 08:50:36,0,0.88,0.88,0.4,342,OPS_REVIEW,0,0
TXN_100393,SOURCE_B,1171.06,USD,2026-01-24 20:30:33,1,0.95,0.95,0.48,224,OPS_REVIEW,0,0
TXN_100394,SOURCE_A,1831.88,USD,2026-01-16 01:58:48,0,0.73,0.73,0.98,206,EXCEPTION,0,2000
TXN_100395,SOURCE_C,2474.19,USD,2026-01-19 20:32:21,2,0.84,0.84,0.77,473,EXCEPTION,0,2000
TXN_100396,SOURCE_A,241.51,USD,2026-01-02 14:59:44,0,0.84,0.84,0.03,78,OPS_REVIEW,0,0
TXN_100397,SOURCE_C,7797.27,USD,2026-01-24 00:16:43,0,0.61,0.61,0.19,405,OPS_REVIEW,0,0
TXN_100398,SOURCE_A,776.74,USD,2026-01-14 14:11:03,1,0.83,0.83,0.89,134,EXCEPTION,1,2500
TXN_100399,SOURCE_C,919.89,USD,2026-01-13 03:07:25,0,0.85,0.85,0.89,364,EXCEPTION,0,2000
TXN_100400,SOURCE_B,6163.9,USD,2026-01-03 23:29:06,2,0.63,0.63,0.19,321,OPS_REVIEW,0,0
TXN_100401,SOURCE_B,3123.79,USD,2026-01-24 05:23:02,1,0.74,0.74,0.78,183,EXCEPTION,0,2000
TXN_100402,SOURCE_B,4553.4,USD,2026-01-28 18:40:09,0,0.46,0.46,0.51,73,OPS_REVIEW,0,0
TXN_100403,SOURCE_A,2061.28,USD,2026-01-31 23:00:45,3,0.83,0.83,0.82,274,EXCEPTION,0,2000
TXN_100404,SOURCE_C,4477.9,USD,2026-01-26 13:59:39,0,0.94,0.94,0.32,423,OPS_REVIEW,0,0
TXN_100405,SOURCE_A,5024.55,USD,2026-01-20 00:34:27,0,0.95,0.95,0.07,470,AUTO_RECONCILED,1,500
TXN_100406,SOURCE_B,2192.62,USD,2026-01-07 13:09:31,3,0.34,0.34,0.59,379,OPS_REVIEW,0,0
TXN_100407,SOURCE_C,244.33,USD,2026-01-09 03:27:26,0,0.84,0.84,0.3,460,OPS_REVIEW,0,0
TXN_100408,SOURCE_C,1675.85,USD,2026-01-01 00:06:49,0,0.38,0.38,0.73,313,EXCEPTION,1,2500
TXN_100409,SOURCE_A,714.26,USD,2026-01-20 06:10:28,0,0.87,0.87,0.78,171,EXCEPTION,0,2000
TXN_100410,SOURCE_C,1632.5,USD,2026-01-07 06:05:40,0,0.86,0.86,0.8,103,EXCEPTION,0,2000
TXN_100411,SOURCE_C,455.81,USD,2026-01-12 06:53:23,0,0.81,0.81,0.33,289,OPS_REVIEW,0,0
TXN_100412,SOURCE_C,2484.8,USD,2026-01-15 03:07:37,0,0.63,0.63,0.92,408,EXCEPTION,0,2000
TXN_100413,SOURCE_C,2242.23,USD,2026-01-27 15:25:10,0,0.68,0.68,0.66,344,OPS_REVIEW,0,0
TXN_100414,SOURCE_A,420.85,USD,2026-01-04 07:49:06,0,0.69,0.69,0.26,55,EXCEPTION,0,2000
TXN_100415,SOURCE_C,527.88,USD,2026-01-11 17:00:25,0,0.71,0.71,0.31,167,OPS_REVIEW,0,0
TXN_100416,SOURCE_B,497.35,USD,2026-01-13 03:18:23,0,0.21,0.21,0.45,159,OPS_REVIEW,0,0
TXN_100417,SOURCE_B,1939.22,USD,2026-01-04 16:13:42,0,0.53,0.53,0.93,212,EXCEPTION,0,2000
TXN_100418,SOURCE_A,1223.02,USD,2026-01-15 03:47:54,3,0.86,0.86,0.29,60,OPS_REVIEW,0,0
TXN_100419,SOURCE_A,510.42,USD,2026-01-06 14:13:56,0,0.97,0.97,0.19,267,AUTO_RECONCILED,0,0
TXN_100420,SOURCE_C,519.29,USD,2026-01-26 13:49:55,1,0.53,0.53,0.93,329,EXCEPTION,0,2000
TXN_100421,SOURCE_B,3156.89,USD,2026-01-27 20:35:25,0,0.89,0.89,0.21,298,OPS_REVIEW,0,0
TXN_100422,SOURCE_C,156.55,USD,2026-01-15 15:26:59,1,0.53,0.53,0.96,242,EXCEPTION,0,2000
TXN_100423,SOURCE_A,4878.91,USD,2026-01-05 00:40:47,3,0.61,0.61,0.75,216,EXCEPTION,1,2500
TXN_100424,SOURCE_C,754.13,USD,2026-01-01 17:10:17,0,0.69,0.69,0.85,75,EXCEPTION,0,2000
